Date,Sales,Residential category,County
Mar 2004,304,Condominium,Hartford
Mar 2004,942,1-4 Unit Residential,Hartford
Apr 2004,340,Condominium,Hartford
Apr 2004,892,1-4 Unit Residential,Hartford
May 2004,376,Condominium,Hartford
May 2004,1057,1-4 Unit Residential,Hartford
Jun 2004,1344,1-4 Unit Residential,Hartford
Jun 2004,432,Condominium,Hartford
Jul 2004,1359,1-4 Unit Residential,Hartford
Jul 2004,463,Condominium,Hartford
Aug 2004,1365,1-4 Unit Residential,Hartford
Aug 2004,468,Condominium,Hartford
Sep 2004,994,1-4 Unit Residential,Hartford
Sep 2004,380,Condominium,Hartford
Oct 2004,988,1-4 Unit Residential,Hartford
Oct 2004,381,Condominium,Hartford
Nov 2004,1031,1-4 Unit Residential,Hartford
Nov 2004,329,Condominium,Hartford
Dec 2004,1042,1-4 Unit Residential,Hartford
Dec 2004,339,Condominium,Hartford
Jan 2005,744,1-4 Unit Residential,Hartford
Jan 2005,264,Condominium,Hartford
Feb 2005,672,1-4 Unit Residential,Hartford
Feb 2005,251,Condominium,Hartford
Mar 2005,844,1-4 Unit Residential,Hartford
Mar 2005,302,Condominium,Hartford
Apr 2005,287,Condominium,Hartford
Apr 2005,862,1-4 Unit Residential,Hartford
May 2005,1081,1-4 Unit Residential,Hartford
May 2005,351,Condominium,Hartford
Jun 2005,1394,1-4 Unit Residential,Hartford
Jun 2005,399,Condominium,Hartford
Jul 2005,1239,1-4 Unit Residential,Hartford
Jul 2005,358,Condominium,Hartford
Aug 2005,1399,1-4 Unit Residential,Hartford
Aug 2005,394,Condominium,Hartford
Sep 2005,1186,1-4 Unit Residential,Hartford
Sep 2005,403,Condominium,Hartford
Oct 2005,1015,1-4 Unit Residential,Hartford
Oct 2005,313,Condominium,Hartford
Nov 2005,273,Condominium,Hartford
Nov 2005,983,1-4 Unit Residential,Hartford
Dec 2005,924,1-4 Unit Residential,Hartford
Dec 2005,254,Condominium,Hartford
Jan 2006,719,1-4 Unit Residential,Hartford
Jan 2006,260,Condominium,Hartford
Feb 2006,586,1-4 Unit Residential,Hartford
Feb 2006,239,Condominium,Hartford
Mar 2006,350,Condominium,Hartford
Mar 2006,871,1-4 Unit Residential,Hartford
Apr 2006,883,1-4 Unit Residential,Hartford
Apr 2006,336,Condominium,Hartford
May 2006,1093,1-4 Unit Residential,Hartford
May 2006,362,Condominium,Hartford
Jun 2006,458,Condominium,Hartford
Jun 2006,1284,1-4 Unit Residential,Hartford
Jul 2006,1115,1-4 Unit Residential,Hartford
Jul 2006,391,Condominium,Hartford
Aug 2006,431,Condominium,Hartford
Aug 2006,1169,1-4 Unit Residential,Hartford
Sep 2006,917,1-4 Unit Residential,Hartford
Sep 2006,323,Condominium,Hartford
Oct 2006,379,Condominium,Hartford
Oct 2006,989,1-4 Unit Residential,Hartford
Nov 2006,803,1-4 Unit Residential,Hartford
Nov 2006,307,Condominium,Hartford
Dec 2006,701,1-4 Unit Residential,Hartford
Dec 2006,281,Condominium,Hartford
Jan 2007,723,1-4 Unit Residential,Hartford
Jan 2007,226,Condominium,Hartford
Feb 2007,574,1-4 Unit Residential,Hartford
Feb 2007,178,Condominium,Hartford
Mar 2007,297,Condominium,Hartford
Mar 2007,790,1-4 Unit Residential,Hartford
Apr 2007,804,1-4 Unit Residential,Hartford
Apr 2007,277,Condominium,Hartford
May 2007,859,1-4 Unit Residential,Hartford
May 2007,339,Condominium,Hartford
Jun 2007,1096,1-4 Unit Residential,Hartford
Jun 2007,362,Condominium,Hartford
Jul 2007,367,Condominium,Hartford
Jul 2007,1089,1-4 Unit Residential,Hartford
Aug 2007,1092,1-4 Unit Residential,Hartford
Aug 2007,366,Condominium,Hartford
Sep 2007,305,Condominium,Hartford
Sep 2007,716,1-4 Unit Residential,Hartford
Oct 2007,323,Condominium,Hartford
Oct 2007,776,1-4 Unit Residential,Hartford
Nov 2007,640,1-4 Unit Residential,Hartford
Nov 2007,253,Condominium,Hartford
Dec 2007,226,Condominium,Hartford
Dec 2007,652,1-4 Unit Residential,Hartford
Jan 2008,400,1-4 Unit Residential,Hartford
Jan 2008,123,Condominium,Hartford
Feb 2008,417,1-4 Unit Residential,Hartford
Feb 2008,144,Condominium,Hartford
Mar 2008,583,1-4 Unit Residential,Hartford
Mar 2008,201,Condominium,Hartford
Apr 2008,646,1-4 Unit Residential,Hartford
Apr 2008,254,Condominium,Hartford
May 2008,733,1-4 Unit Residential,Hartford
May 2008,272,Condominium,Hartford
Jun 2008,918,1-4 Unit Residential,Hartford
Jun 2008,274,Condominium,Hartford
Jul 2008,894,1-4 Unit Residential,Hartford
Jul 2008,265,Condominium,Hartford
Aug 2008,775,1-4 Unit Residential,Hartford
Aug 2008,262,Condominium,Hartford
Sep 2008,214,Condominium,Hartford
Sep 2008,718,1-4 Unit Residential,Hartford
Oct 2008,752,1-4 Unit Residential,Hartford
Oct 2008,206,Condominium,Hartford
Nov 2008,555,1-4 Unit Residential,Hartford
Nov 2008,160,Condominium,Hartford
Dec 2008,192,Condominium,Hartford
Dec 2008,548,1-4 Unit Residential,Hartford
Jan 2009,119,Condominium,Hartford
Jan 2009,349,1-4 Unit Residential,Hartford
Feb 2009,106,Condominium,Hartford
Feb 2009,338,1-4 Unit Residential,Hartford
Mar 2009,504,1-4 Unit Residential,Hartford
Mar 2009,124,Condominium,Hartford
Apr 2009,502,1-4 Unit Residential,Hartford
Apr 2009,133,Condominium,Hartford
May 2009,168,Condominium,Hartford
May 2009,575,1-4 Unit Residential,Hartford
Jun 2009,871,1-4 Unit Residential,Hartford
Jun 2009,224,Condominium,Hartford
Jul 2009,873,1-4 Unit Residential,Hartford
Jul 2009,260,Condominium,Hartford
Aug 2009,826,1-4 Unit Residential,Hartford
Aug 2009,263,Condominium,Hartford
Sep 2009,200,Condominium,Hartford
Sep 2009,684,1-4 Unit Residential,Hartford
Oct 2009,730,1-4 Unit Residential,Hartford
Oct 2009,244,Condominium,Hartford
Nov 2009,875,1-4 Unit Residential,Hartford
Nov 2009,253,Condominium,Hartford
Dec 2009,650,1-4 Unit Residential,Hartford
Dec 2009,206,Condominium,Hartford
Jan 2010,378,1-4 Unit Residential,Hartford
Jan 2010,115,Condominium,Hartford
Feb 2010,375,1-4 Unit Residential,Hartford
Feb 2010,103,Condominium,Hartford
Mar 2010,181,Condominium,Hartford
Mar 2010,602,1-4 Unit Residential,Hartford
Apr 2010,213,Condominium,Hartford
Apr 2010,698,1-4 Unit Residential,Hartford
May 2010,816,1-4 Unit Residential,Hartford
May 2010,247,Condominium,Hartford
Jun 2010,1025,1-4 Unit Residential,Hartford
Jun 2010,314,Condominium,Hartford
Jul 2010,607,1-4 Unit Residential,Hartford
Jul 2010,159,Condominium,Hartford
Aug 2010,651,1-4 Unit Residential,Hartford
Aug 2010,152,Condominium,Hartford
Sep 2010,489,1-4 Unit Residential,Hartford
Sep 2010,159,Condominium,Hartford
Oct 2010,485,1-4 Unit Residential,Hartford
Oct 2010,138,Condominium,Hartford
Nov 2010,474,1-4 Unit Residential,Hartford
Nov 2010,143,Condominium,Hartford
Dec 2010,517,1-4 Unit Residential,Hartford
Dec 2010,106,Condominium,Hartford
Jan 2011,96,Condominium,Hartford
Jan 2011,391,1-4 Unit Residential,Hartford
Feb 2011,83,Condominium,Hartford
Feb 2011,321,1-4 Unit Residential,Hartford
Mar 2011,492,1-4 Unit Residential,Hartford
Mar 2011,145,Condominium,Hartford
Apr 2011,432,1-4 Unit Residential,Hartford
Apr 2011,122,Condominium,Hartford
May 2011,568,1-4 Unit Residential,Hartford
May 2011,187,Condominium,Hartford
Jun 2011,744,1-4 Unit Residential,Hartford
Jun 2011,198,Condominium,Hartford
Jul 2011,617,1-4 Unit Residential,Hartford
Jul 2011,143,Condominium,Hartford
Aug 2011,672,1-4 Unit Residential,Hartford
Aug 2011,155,Condominium,Hartford
Sep 2011,135,Condominium,Hartford
Sep 2011,540,1-4 Unit Residential,Hartford
Oct 2011,463,1-4 Unit Residential,Hartford
Oct 2011,117,Condominium,Hartford
Nov 2011,142,Condominium,Hartford
Nov 2011,487,1-4 Unit Residential,Hartford
Dec 2011,530,1-4 Unit Residential,Hartford
Dec 2011,139,Condominium,Hartford
Jan 2012,380,1-4 Unit Residential,Hartford
Jan 2012,94,Condominium,Hartford
Feb 2012,387,1-4 Unit Residential,Hartford
Feb 2012,114,Condominium,Hartford
Mar 2012,514,1-4 Unit Residential,Hartford
Mar 2012,129,Condominium,Hartford
Apr 2012,165,Condominium,Hartford
Apr 2012,599,1-4 Unit Residential,Hartford
May 2012,192,Condominium,Hartford
May 2012,710,1-4 Unit Residential,Hartford
Jun 2012,204,Condominium,Hartford
Jun 2012,717,1-4 Unit Residential,Hartford
Jul 2012,772,1-4 Unit Residential,Hartford
Jul 2012,176,Condominium,Hartford
Aug 2012,770,1-4 Unit Residential,Hartford
Aug 2012,210,Condominium,Hartford
Sep 2012,561,1-4 Unit Residential,Hartford
Sep 2012,160,Condominium,Hartford
Oct 2012,681,1-4 Unit Residential,Hartford
Oct 2012,177,Condominium,Hartford
Nov 2012,624,1-4 Unit Residential,Hartford
Nov 2012,159,Condominium,Hartford
Dec 2012,641,1-4 Unit Residential,Hartford
Dec 2012,156,Condominium,Hartford
Jan 2013,516,1-4 Unit Residential,Hartford
Jan 2013,115,Condominium,Hartford
Feb 2013,401,1-4 Unit Residential,Hartford
Feb 2013,107,Condominium,Hartford
Mar 2013,528,1-4 Unit Residential,Hartford
Mar 2013,161,Condominium,Hartford
Apr 2013,622,1-4 Unit Residential,Hartford
Apr 2013,185,Condominium,Hartford
May 2013,692,1-4 Unit Residential,Hartford
May 2013,218,Condominium,Hartford
Jun 2013,794,1-4 Unit Residential,Hartford
Jun 2013,199,Condominium,Hartford
Jul 2013,952,1-4 Unit Residential,Hartford
Jul 2013,240,Condominium,Hartford
Aug 2013,876,1-4 Unit Residential,Hartford
Aug 2013,214,Condominium,Hartford
Sep 2013,802,1-4 Unit Residential,Hartford
Sep 2013,181,Condominium,Hartford
Oct 2013,753,1-4 Unit Residential,Hartford
Oct 2013,175,Condominium,Hartford
Nov 2013,632,1-4 Unit Residential,Hartford
Nov 2013,154,Condominium,Hartford
Dec 2013,719,1-4 Unit Residential,Hartford
Dec 2013,157,Condominium,Hartford
Jan 2014,466,1-4 Unit Residential,Hartford
Jan 2014,95,Condominium,Hartford
Feb 2014,402,1-4 Unit Residential,Hartford
Feb 2014,97,Condominium,Hartford
Mar 2014,539,1-4 Unit Residential,Hartford
Mar 2014,133,Condominium,Hartford
Apr 2014,604,1-4 Unit Residential,Hartford
Apr 2014,174,Condominium,Hartford
May 2014,598,1-4 Unit Residential,Hartford
May 2014,142,Condominium,Hartford
Jun 2014,868,1-4 Unit Residential,Hartford
Jun 2014,231,Condominium,Hartford
Jul 2014,956,1-4 Unit Residential,Hartford
Jul 2014,240,Condominium,Hartford
Aug 2014,858,1-4 Unit Residential,Hartford
Aug 2014,192,Condominium,Hartford
Sep 2014,792,1-4 Unit Residential,Hartford
Sep 2014,216,Condominium,Hartford
Oct 2014,804,1-4 Unit Residential,Hartford
Oct 2014,201,Condominium,Hartford
Nov 2014,590,1-4 Unit Residential,Hartford
Nov 2014,167,Condominium,Hartford
Dec 2014,750,1-4 Unit Residential,Hartford
Dec 2014,195,Condominium,Hartford
Jan 2015,489,1-4 Unit Residential,Hartford
Jan 2015,107,Condominium,Hartford
Feb 2015,441,1-4 Unit Residential,Hartford
Feb 2015,147,Condominium,Hartford
Mar 2015,569,1-4 Unit Residential,Hartford
Mar 2015,147,Condominium,Hartford
Apr 2015,615,1-4 Unit Residential,Hartford
Apr 2015,158,Condominium,Hartford
May 2015,687,1-4 Unit Residential,Hartford
May 2015,186,Condominium,Hartford
Jun 2015,996,1-4 Unit Residential,Hartford
Jun 2015,217,Condominium,Hartford
Jul 2015,997,1-4 Unit Residential,Hartford
Jul 2015,257,Condominium,Hartford
Aug 2015,1028,1-4 Unit Residential,Hartford
Aug 2015,238,Condominium,Hartford
Sep 2015,855,1-4 Unit Residential,Hartford
Sep 2015,247,Condominium,Hartford
Oct 2015,800,1-4 Unit Residential,Hartford
Oct 2015,190,Condominium,Hartford
Nov 2015,713,1-4 Unit Residential,Hartford
Nov 2015,164,Condominium,Hartford
Dec 2015,861,1-4 Unit Residential,Hartford
Dec 2015,213,Condominium,Hartford
Jan 2016,528,1-4 Unit Residential,Hartford
Jan 2016,134,Condominium,Hartford
Feb 2016,584,1-4 Unit Residential,Hartford
Feb 2016,144,Condominium,Hartford
Mar 2016,694,1-4 Unit Residential,Hartford
Mar 2016,162,Condominium,Hartford
Apr 2016,758,1-4 Unit Residential,Hartford
Apr 2016,177,Condominium,Hartford
May 2016,931,1-4 Unit Residential,Hartford
May 2016,216,Condominium,Hartford
Jun 2016,1026,1-4 Unit Residential,Hartford
Jun 2016,249,Condominium,Hartford
Jul 2016,972,1-4 Unit Residential,Hartford
Jul 2016,236,Condominium,Hartford
Aug 2016,1123,1-4 Unit Residential,Hartford
Aug 2016,262,Condominium,Hartford
Sep 2016,836,1-4 Unit Residential,Hartford
Sep 2016,169,Condominium,Hartford
Oct 2016,255,Condominium,Hartford
Oct 2016,875,1-4 Unit Residential,Hartford
Nov 2016,785,1-4 Unit Residential,Hartford
Nov 2016,169,Condominium,Hartford
Dec 2016,218,Condominium,Hartford
Dec 2016,843,1-4 Unit Residential,Hartford
Jan 2017,660,1-4 Unit Residential,Hartford
Jan 2017,201,Condominium,Hartford
Feb 2017,184,Condominium,Hartford
Feb 2017,536,1-4 Unit Residential,Hartford
Mar 2017,709,1-4 Unit Residential,Hartford
Mar 2017,179,Condominium,Hartford
Apr 2017,777,1-4 Unit Residential,Hartford
Apr 2017,213,Condominium,Hartford
May 2017,981,1-4 Unit Residential,Hartford
May 2017,234,Condominium,Hartford
Jun 2017,1129,1-4 Unit Residential,Hartford
Jun 2017,286,Condominium,Hartford
Jul 2017,1131,1-4 Unit Residential,Hartford
Jul 2017,263,Condominium,Hartford
Aug 2017,1100,1-4 Unit Residential,Hartford
Aug 2017,264,Condominium,Hartford
Sep 2017,887,1-4 Unit Residential,Hartford
Sep 2017,237,Condominium,Hartford
Oct 2017,842,1-4 Unit Residential,Hartford
Oct 2017,199,Condominium,Hartford
Nov 2017,686,1-4 Unit Residential,Hartford
Nov 2017,160,Condominium,Hartford
Dec 2017,204,Condominium,Hartford
Dec 2017,782,1-4 Unit Residential,Hartford
Jan 2018,656,1-4 Unit Residential,Hartford
Jan 2018,173,Condominium,Hartford
Feb 2018,129,Condominium,Hartford
Feb 2018,502,1-4 Unit Residential,Hartford
Mar 2018,167,Condominium,Hartford
Mar 2018,673,1-4 Unit Residential,Hartford
Apr 2018,173,Condominium,Hartford
Apr 2018,802,1-4 Unit Residential,Hartford
May 2018,958,1-4 Unit Residential,Hartford
May 2018,232,Condominium,Hartford
Jun 2018,1113,1-4 Unit Residential,Hartford
Jun 2018,269,Condominium,Hartford
Jul 2018,1205,1-4 Unit Residential,Hartford
Jul 2018,251,Condominium,Hartford
Aug 2018,267,Condominium,Hartford
Aug 2018,1157,1-4 Unit Residential,Hartford
Sep 2018,794,1-4 Unit Residential,Hartford
Sep 2018,234,Condominium,Hartford
Oct 2018,857,1-4 Unit Residential,Hartford
Oct 2018,223,Condominium,Hartford
Nov 2018,191,Condominium,Hartford
Nov 2018,732,1-4 Unit Residential,Hartford
Dec 2018,175,Condominium,Hartford
Dec 2018,804,1-4 Unit Residential,Hartford
Jan 2019,104,Condominium,Hartford
Jan 2019,467,1-4 Unit Residential,Hartford
Feb 2019,501,1-4 Unit Residential,Hartford
Feb 2019,123,Condominium,Hartford
Mar 2019,610,1-4 Unit Residential,Hartford
Mar 2019,183,Condominium,Hartford
Apr 2019,832,1-4 Unit Residential,Hartford
Apr 2019,202,Condominium,Hartford
May 2019,942,1-4 Unit Residential,Hartford
May 2019,239,Condominium,Hartford
Jun 2019,1071,1-4 Unit Residential,Hartford
Jun 2019,295,Condominium,Hartford
Jul 2019,1222,1-4 Unit Residential,Hartford
Jul 2019,248,Condominium,Hartford
Aug 2019,1025,1-4 Unit Residential,Hartford
Aug 2019,253,Condominium,Hartford
Sep 2019,861,1-4 Unit Residential,Hartford
Sep 2019,211,Condominium,Hartford
Oct 2019,909,1-4 Unit Residential,Hartford
Oct 2019,204,Condominium,Hartford
Nov 2019,194,Condominium,Hartford
Nov 2019,780,1-4 Unit Residential,Hartford
Dec 2019,857,1-4 Unit Residential,Hartford
Dec 2019,209,Condominium,Hartford
Jan 2020,646,1-4 Unit Residential,Hartford
Jan 2020,133,Condominium,Hartford
Feb 2020,580,1-4 Unit Residential,Hartford
Feb 2020,140,Condominium,Hartford
Mar 2020,717,1-4 Unit Residential,Hartford
Mar 2020,157,Condominium,Hartford
Apr 2020,583,1-4 Unit Residential,Hartford
Apr 2020,118,Condominium,Hartford
May 2020,155,Condominium,Hartford
May 2020,707,1-4 Unit Residential,Hartford
Jun 2020,831,1-4 Unit Residential,Hartford
Jun 2020,182,Condominium,Hartford
Jul 2020,1099,1-4 Unit Residential,Hartford
Jul 2020,254,Condominium,Hartford
Aug 2020,1197,1-4 Unit Residential,Hartford
Aug 2020,231,Condominium,Hartford
Sep 2020,236,Condominium,Hartford
Sep 2020,952,1-4 Unit Residential,Hartford
Oct 2020,1109,1-4 Unit Residential,Hartford
Oct 2020,277,Condominium,Hartford
Nov 2020,1023,1-4 Unit Residential,Hartford
Nov 2020,208,Condominium,Hartford
Dec 2020,209,Condominium,Hartford
Dec 2020,960,1-4 Unit Residential,Hartford
Jan 2021,734,1-4 Unit Residential,Hartford
Jan 2021,196,Condominium,Hartford
Feb 2021,627,1-4 Unit Residential,Hartford
Feb 2021,168,Condominium,Hartford
Mar 2021,244,Condominium,Hartford
Mar 2021,880,1-4 Unit Residential,Hartford
Apr 2021,847,1-4 Unit Residential,Hartford
Apr 2021,246,Condominium,Hartford
May 2021,968,1-4 Unit Residential,Hartford
May 2021,286,Condominium,Hartford
Jun 2021,349,Condominium,Hartford
Jun 2021,1268,1-4 Unit Residential,Hartford
Jul 2021,349,Condominium,Hartford
Jul 2021,1267,1-4 Unit Residential,Hartford
Aug 2021,1221,1-4 Unit Residential,Hartford
Aug 2021,327,Condominium,Hartford
Sep 2021,1062,1-4 Unit Residential,Hartford
Sep 2021,302,Condominium,Hartford
Oct 2021,1046,1-4 Unit Residential,Hartford
Oct 2021,287,Condominium,Hartford
Nov 2021,988,1-4 Unit Residential,Hartford
Nov 2021,274,Condominium,Hartford
Dec 2021,271,Condominium,Hartford
Dec 2021,1018,1-4 Unit Residential,Hartford
Jan 2022,801,1-4 Unit Residential,Hartford
Jan 2022,211,Condominium,Hartford
Feb 2022,591,1-4 Unit Residential,Hartford
Feb 2022,164,Condominium,Hartford
Mar 2022,267,Condominium,Hartford
Mar 2022,783,1-4 Unit Residential,Hartford
Apr 2022,798,1-4 Unit Residential,Hartford
Apr 2022,219,Condominium,Hartford
May 2022,921,1-4 Unit Residential,Hartford
May 2022,276,Condominium,Hartford
Jun 2022,303,Condominium,Hartford
Jun 2022,1074,1-4 Unit Residential,Hartford
Jan 2001,137,1-4 Unit Residential,Litchfield
Jan 2001,31,Condominium,Litchfield
Jan 2001,6,New Construction,Litchfield
Feb 2001,98,1-4 Unit Residential,Litchfield
Feb 2001,37,Condominium,Litchfield
Feb 2001,2,New Construction,Litchfield
Mar 2001,36,Condominium,Litchfield
Mar 2001,147,1-4 Unit Residential,Litchfield
Apr 2001,181,1-4 Unit Residential,Litchfield
Apr 2001,53,Condominium,Litchfield
Apr 2001,3,New Construction,Litchfield
May 2001,227,1-4 Unit Residential,Litchfield
May 2001,60,Condominium,Litchfield
May 2001,4,New Construction,Litchfield
Jun 2001,70,Condominium,Litchfield
Jun 2001,263,1-4 Unit Residential,Litchfield
Jun 2001,1,New Construction,Litchfield
Jul 2001,299,1-4 Unit Residential,Litchfield
Jul 2001,55,Condominium,Litchfield
Jul 2001,1,New Construction,Litchfield
Aug 2001,263,1-4 Unit Residential,Litchfield
Aug 2001,72,Condominium,Litchfield
Sep 2001,236,1-4 Unit Residential,Litchfield
Sep 2001,62,Condominium,Litchfield
Oct 2001,222,1-4 Unit Residential,Litchfield
Oct 2001,56,Condominium,Litchfield
Nov 2001,197,1-4 Unit Residential,Litchfield
Nov 2001,49,Condominium,Litchfield
Dec 2001,221,1-4 Unit Residential,Litchfield
Dec 2001,74,Condominium,Litchfield
Dec 2001,1,New Construction,Litchfield
Jan 2002,159,1-4 Unit Residential,Litchfield
Jan 2002,50,Condominium,Litchfield
Feb 2002,156,1-4 Unit Residential,Litchfield
Feb 2002,42,Condominium,Litchfield
Mar 2002,179,1-4 Unit Residential,Litchfield
Mar 2002,43,Condominium,Litchfield
Apr 2002,251,1-4 Unit Residential,Litchfield
Apr 2002,59,Condominium,Litchfield
May 2002,256,1-4 Unit Residential,Litchfield
May 2002,75,Condominium,Litchfield
Jun 2002,264,1-4 Unit Residential,Litchfield
Jun 2002,75,Condominium,Litchfield
Jul 2002,65,Condominium,Litchfield
Jul 2002,227,1-4 Unit Residential,Litchfield
Aug 2002,55,Condominium,Litchfield
Aug 2002,240,1-4 Unit Residential,Litchfield
Sep 2002,243,1-4 Unit Residential,Litchfield
Sep 2002,58,Condominium,Litchfield
Oct 2002,242,1-4 Unit Residential,Litchfield
Oct 2002,70,Condominium,Litchfield
Nov 2002,195,1-4 Unit Residential,Litchfield
Nov 2002,63,Condominium,Litchfield
Dec 2002,232,1-4 Unit Residential,Litchfield
Dec 2002,42,Condominium,Litchfield
Jan 2003,178,1-4 Unit Residential,Litchfield
Jan 2003,52,Condominium,Litchfield
Feb 2003,156,1-4 Unit Residential,Litchfield
Feb 2003,38,Condominium,Litchfield
Mar 2003,47,Condominium,Litchfield
Mar 2003,169,1-4 Unit Residential,Litchfield
Apr 2003,57,Condominium,Litchfield
Apr 2003,167,1-4 Unit Residential,Litchfield
May 2003,210,1-4 Unit Residential,Litchfield
May 2003,67,Condominium,Litchfield
Jun 2003,254,1-4 Unit Residential,Litchfield
Jun 2003,74,Condominium,Litchfield
Jul 2003,277,1-4 Unit Residential,Litchfield
Jul 2003,74,Condominium,Litchfield
Aug 2003,322,1-4 Unit Residential,Litchfield
Aug 2003,70,Condominium,Litchfield
Sep 2003,67,Condominium,Litchfield
Sep 2003,256,1-4 Unit Residential,Litchfield
Oct 2003,331,1-4 Unit Residential,Litchfield
Oct 2003,75,Condominium,Litchfield
Nov 2003,257,1-4 Unit Residential,Litchfield
Nov 2003,48,Condominium,Litchfield
Dec 2003,54,Condominium,Litchfield
Dec 2003,271,1-4 Unit Residential,Litchfield
Jan 2004,139,1-4 Unit Residential,Litchfield
Jan 2004,42,Condominium,Litchfield
Feb 2004,40,Condominium,Litchfield
Feb 2004,151,1-4 Unit Residential,Litchfield
Mar 2004,238,1-4 Unit Residential,Litchfield
Mar 2004,62,Condominium,Litchfield
Apr 2004,255,1-4 Unit Residential,Litchfield
Apr 2004,53,Condominium,Litchfield
May 2004,62,Condominium,Litchfield
May 2004,247,1-4 Unit Residential,Litchfield
Jun 2004,332,1-4 Unit Residential,Litchfield
Jun 2004,86,Condominium,Litchfield
Jul 2004,55,Condominium,Litchfield
Jul 2004,316,1-4 Unit Residential,Litchfield
